info @storybook/react v6.4.18
info 
info => Cleaning outputDir: /tmp/chromatic--6523-7h3Kklk0z3Jf
info => Loading presets
info => Copying static files: /home/gohan/react/taskbox/public at /tmp/chromatic--6523-7h3Kklk0z3Jf/
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /home/gohan/react/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /home/gohan/react/taskbox/storybook-init-framework-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /home/gohan/react/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /home/gohan/react/taskbox/.storybook/preview.js-generated-config-entry.js /home/gohan/react/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 43% building 282/302 modules 20 active /home/gohan/react/taskbox/node_modules/@base2/pretty-print-object/dist/index.js
<s> [webpack.Progress] 43% building 282/303 modules 21 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-prototype-of.js
<s> [webpack.Progress] 43% building 283/303 modules 20 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.get-prototype-of.js
<s> [webpack.Progress] 43% building 283/304 modules 21 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-create.js
<s> [webpack.Progress] 44% building 284/304 modules 20 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-create.js
<s> [webpack.Progress] 44% building 284/305 modules 21 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 44% building 285/305 modules 20 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 44% building 286/305 modules 19 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 44% building 287/305 modules 18 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 44% building 288/305 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 44% building 288/306 modules 18 active /home/gohan/react/taskbox/node_modules/core-js/internals/is-pure.js
<s> [webpack.Progress] 44% building 289/306 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/internals/is-pure.js
<s> [webpack.Progress] 44% building 290/306 modules 16 active /home/gohan/react/taskbox/node_modules/core-js/internals/is-pure.js
<s> [webpack.Progress] 44% building 290/307 modules 17 active /home/gohan/react/taskbox/node_modules/core-js/internals/is-array.js
<s> [webpack.Progress] 44% building 290/308 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/addon-panel/addon-panel.js
<s> [webpack.Progress] 44% building 290/309 modules 19 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/icon/icon.js
<s> [webpack.Progress] 44% building 291/309 modules 18 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/icon/icon.js
<s> [webpack.Progress] 44% building 291/310 modules 19 active /home/gohan/react/taskbox/node_modules/core-js/internals/iterate.js
<s> [webpack.Progress] 44% building 291/311 modules 20 active /home/gohan/react/taskbox/node_modules/core-js/internals/freezing.js
<s> [webpack.Progress] 44% building 291/312 modules 21 active /home/gohan/react/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 44% building 291/313 modules 22 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/bar/bar.js
<s> [webpack.Progress] 44% building 291/314 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/bar/button.js
<s> [webpack.Progress] 44% building 291/315 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/bar/separator.js
<s> [webpack.Progress] 45% building 292/315 modules 23 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/bar/separator.js
<s> [webpack.Progress] 45% building 292/316 modules 24 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/tabs/tabs.js
<s> [webpack.Progress] 45% building 292/317 modules 25 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/tooltip/TooltipNote.js
<s> [webpack.Progress] 45% building 292/318 modules 26 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/tooltip/TooltipLinkList.js
<s> [webpack.Progress] 45% building 292/319 modules 27 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/tooltip/TooltipMessage.js
<s> [webpack.Progress] 45% building 292/320 modules 28 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/tooltip/lazy-WithTooltip.js
<s> [webpack.Progress] 45% building 292/321 modules 29 active /home/gohan/react/taskbox/node_modules/core-js/internals/set-to-string-tag.js
<s> [webpack.Progress] 45% building 292/322 modules 30 active /home/gohan/react/taskbox/node_modules/react-element-to-jsx-string/node_modules/is-plain-object/dist/is-plain-object.mjs
<s> [webpack.Progress] 45% building 292/323 modules 31 active /home/gohan/react/taskbox/node_modules/core-js/internals/species-constructor.js
<s> [webpack.Progress] 45% building 292/324 modules 32 active /home/gohan/react/taskbox/node_modules/core-js/internals/is-regexp.js
<s> [webpack.Progress] 45% building 292/325 modules 33 active /home/gohan/react/taskbox/node_modules/uuid-browser/v4.js
<s> [webpack.Progress] 45% building 293/325 modules 32 active /home/gohan/react/taskbox/node_modules/uuid-browser/v4.js
<s> [webpack.Progress] 45% building 293/326 modules 33 active /home/gohan/react/taskbox/node_modules/core-js/internals/an-instance.js
<s> [webpack.Progress] 45% building 294/326 modules 32 active /home/gohan/react/taskbox/node_modules/core-js/internals/an-instance.js
<s> [webpack.Progress] 45% building 294/327 modules 33 active /home/gohan/react/taskbox/node_modules/core-js/internals/document-create-element.js
<s> [webpack.Progress] 45% building 294/328 modules 34 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/form/index.js
<s> [webpack.Progress] 45% building 294/329 modules 35 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Button/Button.js
<s> [webpack.Progress] 45% building 294/330 modules 36 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Zoom/Zoom.js
<s> [webpack.Progress] 45% building 294/331 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/ScrollArea/ScrollArea.js
<s> [webpack.Progress] 45% building 295/331 modules 36 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/ScrollArea/ScrollArea.js
<s> [webpack.Progress] 45% building 295/332 modules 37 active /home/gohan/react/taskbox/node_modules/core-js/internals/same-value.js
<s> [webpack.Progress] 45% building 295/333 modules 38 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/placeholder/placeholder.js
<s> [webpack.Progress] 45% building 296/333 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/placeholder/placeholder.js
<s> [webpack.Progress] 45% building 297/333 modules 36 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/placeholder/placeholder.js
<s> [webpack.Progress] 45% building 297/334 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/spaced/Spaced.js
<s> [webpack.Progress] 45% building 297/335 modules 38 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/ActionBar/ActionBar.js
<s> [webpack.Progress] 45% building 298/335 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/ActionBar/ActionBar.js
<s> [webpack.Progress] 45% building 299/335 modules 36 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/ActionBar/ActionBar.js
<s> [webpack.Progress] 45% building 299/336 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/syntaxhighlighter/lazy-syntaxhighlighter.js
<s> [webpack.Progress] 46% building 300/336 modules 36 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/syntaxhighlighter/lazy-syntaxhighlighter.js
<s> [webpack.Progress] 46% building 300/337 modules 37 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/typography/DocumentWrapper.js
<s> [webpack.Progress] 46% building 300/338 modules 38 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/typography/DocumentFormatting.js
<s> [webpack.Progress] 46% building 300/339 modules 39 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/typography/link/link.js
<s> [webpack.Progress] 46% building 300/340 modules 40 active /home/gohan/react/taskbox/node_modules/core-js/internals/object-keys-internal.js
<s> [webpack.Progress] 46% building 300/341 modules 41 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 46% building 301/341 modules 40 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 46% building 301/342 modules 41 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.array.includes.js
<s> [webpack.Progress] 46% building 301/343 modules 42 active /home/gohan/react/taskbox/node_modules/synchronous-promise/index.js
<s> [webpack.Progress] 46% building 302/343 modules 41 active /home/gohan/react/taskbox/node_modules/synchronous-promise/index.js
<s> [webpack.Progress] 46% building 302/344 modules 42 active /home/gohan/react/taskbox/node_modules/core-js/modules/web.immediate.js
<s> [webpack.Progress] 46% building 302/345 modules 43 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.string.includes.js
<s> [webpack.Progress] 46% building 303/345 modules 42 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.string.includes.js
<s> [webpack.Progress] 46% building 304/345 modules 41 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.string.includes.js
<s> [webpack.Progress] 46% building 304/346 modules 42 active /home/gohan/react/taskbox/node_modules/scheduler/index.js
<s> [webpack.Progress] 46% building 305/346 modules 41 active /home/gohan/react/taskbox/node_modules/scheduler/index.js
<s> [webpack.Progress] 46% building 305/347 modules 42 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.reflect.to-string-tag.js
<s> [webpack.Progress] 46% building 305/348 modules 43 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 46% building 306/348 modules 42 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 46% building 307/348 modules 41 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 46% building 308/348 modules 40 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 47% building 309/348 modules 39 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 47% building 310/348 modules 38 active /home/gohan/react/taskbox/node_modules/@storybook/components/dist/esm/Badge/Badge.js
<s> [webpack.Progress] 47% building 310/349 modules 39 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 311/349 modules 38 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 312/349 modules 37 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 313/349 modules 36 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 314/349 modules 35 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 315/349 modules 34 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 47% building 316/349 modules 33 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 317/349 modules 32 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 318/349 modules 31 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 319/349 modules 30 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 320/349 modules 29 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 321/349 modules 28 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 322/349 modules 27 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.math.to-string-tag.js
<s> [webpack.Progress] 48% building 322/350 modules 28 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 48% building 323/350 modules 27 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 48% building 324/350 modules 26 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 325/350 modules 25 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 326/350 modules 24 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 327/350 modules 23 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 328/350 modules 22 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 329/350 modules 21 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 330/350 modules 20 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 331/350 modules 19 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 332/350 modules 18 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 49% building 333/350 modules 17 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 334/350 modules 16 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 335/350 modules 15 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 336/350 modules 14 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 337/350 modules 13 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 338/350 modules 12 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 339/350 modules 11 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 340/350 modules 10 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 341/350 modules 9 active /home/gohan/react/taskbox/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 50% building 341/351 modules 10 active /home/gohan/react/taskbox/node_modules/core-js/modules/es.json.to-string-tag.js
<s> [webpack.Progress] 50% building 341/352 modules 11 active /home/gohan/react/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 51% building 342/352 modules 10 active /home/gohan/react/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 51% building 343/352 modules 9 active /home/gohan/react/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 51% building 344/352 modules 8 active /home/gohan/react/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 51% building 345/352 modules 7 active /home/gohan/react/taskbox/node_modules/timers-browserify/main.js
<s> [webpack.Progress] 51% building 345/353 modules 8 active /home/gohan/react/taskbox/node_modules/qs/lib/formats.js
<s> [webpack.Progress] 51% building 346/353 modules 7 active /home/gohan/react/taskbox/node_modules/qs/lib/formats.js
<s> [webpack.Progress] 51% building 347/353 modules 6 active /home/gohan/react/taskbox/node_modules/qs/lib/formats.js
<s> [webpack.Progress] 51% building 347/354 modules 7 active /home/gohan/react/taskbox/node_modules/@mswjs/interceptors/lib/interceptors/XMLHttpRequest/XMLHttpRequestOverride.js
<s> [webpack.Progress] 51% building 348/354 modules 6 active /home/gohan/react/taskbox/node_modules/@mswjs/interceptors/lib/interceptors/XMLHttpRequest/XMLHttpRequestOverride.js
<s> [webpack.Progress] 51% building 349/354 modules 5 active /home/gohan/react/taskbox/node_modules/@mswjs/interceptors/lib/interceptors/XMLHttpRequest/XMLHttpRequestOverride.js
<s> [webpack.Progress] 52% building 350/354 modules 4 active /home/gohan/react/taskbox/node_modules/@mswjs/interceptors/lib/interceptors/XMLHttpRequest/XMLHttpRequestOverride.js
